Location_id,Item_id,POI_Type,User_id,Latitude,Longitude,Time,Date,POI,Category,name,stars,L2_Category_name,clusters,L1_Category_name,L1_Category
188,14,1,17,35.144073,-80.93209,11:03:38,2012416,Combined,Sandwich Place,Panera Bread,3,35,4,2,Food
343,248,0,17,35.118469,-80.956321,10:35:27,2012417,Independent,Fast Food Restaurant,Jack in the Box,2.5,26,4,2,Food
335,241,0,17,35.132915,-80.940715,10:44:41,2012417,Independent,Bank,Bb&t,1.5,37,4,5,Shop & Service
181,135,0,17,35.136631,-80.937138,10:46:09,2012417,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
177,14,1,17,35.145529,-80.933619,10:51:44,2012417,Combined,Department Store,Walmart Supercenter,2,70,4,5,Shop & Service
346,251,0,17,35.128457,-80.942828,23:23:15,2012417,Independent,Tattoo Parlor,Tattoo Bill's,4.5,111,4,5,Shop & Service
340,245,0,17,35.134282,-80.940142,23:31:26,2012417,Independent,Grocery Store,Food Lion,3,21,4,5,Shop & Service
181,135,0,17,35.136631,-80.937138,0:28:21,2012418,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
347,252,0,17,35.136516,-80.937362,0:28:41,2012418,Independent,Video Game Store,Gamestop,4,112,4,5,Shop & Service
340,245,0,17,35.134282,-80.940142,23:15:20,2012418,Independent,Grocery Store,Food Lion,3,21,4,5,Shop & Service
265,201,0,17,35.138639,-80.936096,1:28:50,2012419,Independent,American Restaurant,Applebee's Neighborhood Grill & Bar,2,13,4,2,Food
343,248,0,17,35.118469,-80.956321,10:31:56,2012419,Independent,Fast Food Restaurant,Jack in the Box,2.5,26,4,2,Food
188,14,1,17,35.144073,-80.93209,10:42:12,2012419,Combined,Sandwich Place,Panera Bread,3,35,4,2,Food
343,248,0,17,35.118469,-80.956321,10:56:46,2012420,Independent,Fast Food Restaurant,Jack in the Box,2.5,26,4,2,Food
181,135,0,17,35.136631,-80.937138,11:00:30,2012420,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
348,253,0,17,35.134829,-80.940129,14:05:49,2012421,Independent,Automotive Shop,Autozone,2.5,24,4,5,Shop & Service
339,244,0,17,35.132099,-80.941312,19:08:36,2012421,Independent,Car Wash,Autobell Car Wash,2.5,81,4,5,Shop & Service
343,248,0,17,35.118469,-80.956321,10:31:21,2012423,Independent,Fast Food Restaurant,Jack in the Box,2.5,26,4,2,Food
181,135,0,17,35.136631,-80.937138,10:42:38,2012423,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
181,135,0,17,35.136631,-80.937138,10:59:55,2012427,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
181,135,0,17,35.136631,-80.937138,12:18:32,2012428,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
335,241,0,17,35.132915,-80.940715,16:12:54,2012428,Independent,Bank,Bb&t,1.5,37,4,5,Shop & Service
338,146,1,17,35.103654,-80.984216,16:19:00,2012428,Combined,Electronics Store,Best Buy Charlotte - Rivergate,2.5,40,4,5,Shop & Service
281,210,0,17,35.103172,-80.990567,16:36:12,2012428,Independent,Grocery Store,Harris Teeter,4,21,4,5,Shop & Service
346,251,0,17,35.128457,-80.942828,16:53:28,2012428,Independent,Tattoo Parlor,Tattoo Bill's,4.5,111,4,5,Shop & Service
348,253,0,17,35.134829,-80.940129,20:10:31,2012428,Independent,Automotive Shop,Autozone,2.5,24,4,5,Shop & Service
181,135,0,17,35.136631,-80.937138,20:10:56,2012428,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
181,135,0,17,35.136631,-80.937138,0:45:08,2012429,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
143,107,0,17,35.105234,-80.943446,10:06:51,2012503,Independent,Theme Park Ride / Attraction,Fury 325,5,65,4,0,Arts & Entertainment
349,254,0,17,35.095874,-80.934414,18:13:48,2012504,Independent,Liquor Store,Frugal MacDoogal,4,113,4,5,Shop & Service
340,245,0,17,35.134282,-80.940142,23:28:05,2012506,Independent,Grocery Store,Food Lion,3,21,4,5,Shop & Service
181,135,0,17,35.136631,-80.937138,10:11:29,2012511,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
349,254,0,17,35.095874,-80.934414,18:14:00,2012511,Independent,Liquor Store,Frugal MacDoogal,4,113,4,5,Shop & Service
181,135,0,17,35.136631,-80.937138,15:23:27,2012512,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
345,250,0,17,35.135996,-80.938958,16:09:46,2012513,Independent,Fried Chicken Joint,KFC,2,9,4,2,Food
348,253,0,17,35.134829,-80.940129,21:00:24,2012513,Independent,Automotive Shop,Autozone,2.5,24,4,5,Shop & Service
342,247,0,17,35.138534,-80.934757,21:59:35,2012513,Independent,Wings Joint,Wild Wing Cafe,2.5,47,4,2,Food
119,88,0,17,35.139025,-80.931868,23:10:28,2012513,Independent,Multiplex,Ayrsley Grand Cinemas 14,4,58,4,0,Arts & Entertainment
343,248,0,17,35.118469,-80.956321,23:43:41,2012515,Independent,Fast Food Restaurant,Jack in the Box,2.5,26,4,2,Food
339,244,0,17,35.132099,-80.941312,23:52:05,2012515,Independent,Car Wash,Autobell Car Wash,2.5,81,4,5,Shop & Service
335,241,0,17,35.132915,-80.940715,1:52:13,2012516,Independent,Bank,Bb&t,1.5,37,4,5,Shop & Service
350,255,0,17,35.133719,-80.940322,2:45:06,2012516,Independent,Pizza Place,Joe Mama's Pizza and Grill,3.5,42,4,2,Food
188,14,1,17,35.144073,-80.93209,23:45:39,2012516,Combined,Sandwich Place,Panera Bread,3,35,4,2,Food
181,135,0,17,35.136631,-80.937138,12:13:23,2012518,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
351,256,0,17,35.167352,-80.849063,12:32:00,2012518,Independent,Office,Cerious Software,1,114,3,6,Professional & Other Places
352,257,0,17,35.169186,-80.850225,14:03:01,2012518,Independent,Bank,Bank of America,2.5,37,3,5,Shop & Service
346,251,0,17,35.128457,-80.942828,21:49:50,2012519,Independent,Tattoo Parlor,Tattoo Bill's,4.5,111,4,5,Shop & Service
353,258,0,17,35.117002,-80.956876,20:24:11,2012521,Independent,Tattoo Parlor,Wild Oats Tattoo,3.5,111,4,5,Shop & Service
342,247,0,17,35.138534,-80.934757,3:34:19,2012524,Independent,Wings Joint,Wild Wing Cafe,2.5,47,4,2,Food
340,245,0,17,35.134282,-80.940142,14:53:17,2012525,Independent,Grocery Store,Food Lion,3,21,4,5,Shop & Service
338,146,1,17,35.103654,-80.984216,19:50:52,2012527,Combined,Electronics Store,Best Buy Charlotte - Rivergate,2.5,40,4,5,Shop & Service
281,210,0,17,35.103172,-80.990567,20:05:46,2012527,Independent,Grocery Store,Harris Teeter,4,21,4,5,Shop & Service
195,144,0,17,35.104103,-80.984417,20:06:21,2012527,Independent,Grocery Store,Mattress Firm Rivergate,4,21,4,5,Shop & Service
340,245,0,17,35.134282,-80.940142,23:35:03,2012528,Independent,Grocery Store,Food Lion,3,21,4,5,Shop & Service
345,250,0,17,35.135996,-80.938958,23:35:16,2012528,Independent,Fried Chicken Joint,KFC,2,9,4,2,Food
348,253,0,17,35.134829,-80.940129,0:00:53,2012529,Independent,Automotive Shop,Autozone,2.5,24,4,5,Shop & Service
181,135,0,17,35.136631,-80.937138,11:10:56,2012529,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
354,259,0,17,35.101934,-80.991211,22:22:56,2012531,Independent,Sports Bar,Hickory Tavern,3,17,4,1,Nightlife Spot
340,245,0,17,35.134282,-80.940142,11:04:13,2012601,Independent,Grocery Store,Food Lion,3,21,4,5,Shop & Service
346,251,0,17,35.128457,-80.942828,0:04:58,2012603,Independent,Tattoo Parlor,Tattoo Bill's,4.5,111,4,5,Shop & Service
353,258,0,17,35.117002,-80.956876,1:22:05,2012603,Independent,Tattoo Parlor,Wild Oats Tattoo,3.5,111,4,5,Shop & Service
355,143,1,17,35.119322,-80.957247,1:29:20,2012603,Combined,Chinese Restaurant,Wang & King Asian Cafe,3,33,4,2,Food
342,247,0,17,35.138534,-80.934757,3:41:39,2012603,Independent,Wings Joint,Wild Wing Cafe,2.5,47,4,2,Food
354,259,0,17,35.101934,-80.991211,4:05:37,2012603,Independent,Sports Bar,Hickory Tavern,3,17,4,1,Nightlife Spot
181,135,0,17,35.136631,-80.937138,9:50:00,2012604,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
356,260,1,17,35.347458,-80.852637,23:22:36,2012604,Combined,Electronics Store,Best Buy Charlotte - North Lake,3,40,9,5,Shop & Service
181,135,0,17,35.136631,-80.937138,10:07:12,2012605,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
181,135,0,17,35.136631,-80.937138,10:02:53,2012606,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
181,135,0,17,35.136631,-80.937138,9:58:35,2012607,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
181,135,0,17,35.136631,-80.937138,9:58:24,2012609,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
218,160,0,17,35.293192,-80.764081,16:42:19,2012610,Independent,Furniture / Home Store,IKEA,3.5,84,5,5,Shop & Service
357,260,1,17,35.346342,-80.853188,18:27:53,2012610,Combined,Bike Shop,Trek Bicycle Store,5,115,9,5,Shop & Service
245,183,0,17,35.138997,-80.908235,18:43:53,2012610,Independent,American Restaurant,Ruby Tuesday,2.5,13,4,2,Food
181,135,0,17,35.136631,-80.937138,9:46:43,2012611,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
356,260,1,17,35.347458,-80.852637,23:33:20,2012611,Combined,Electronics Store,Best Buy Charlotte - North Lake,3,40,9,5,Shop & Service
188,14,1,17,35.144073,-80.93209,23:58:27,2012611,Combined,Sandwich Place,Panera Bread,3,35,4,2,Food
245,183,0,17,35.138997,-80.908235,0:03:43,2012613,Independent,American Restaurant,Ruby Tuesday,2.5,13,4,2,Food
340,245,0,17,35.134282,-80.940142,23:48:51,2012613,Independent,Grocery Store,Food Lion,3,21,4,5,Shop & Service
342,247,0,17,35.138534,-80.934757,2:46:07,2012819,Independent,Wings Joint,Wild Wing Cafe,2.5,47,4,2,Food
342,247,0,17,35.138534,-80.934757,0:41:24,2012910,Independent,Wings Joint,Wild Wing Cafe,2.5,47,4,2,Food
358,261,0,17,35.168155,-80.905281,23:04:07,2013213,Independent,Golf Course,Leatherman Golf Learning Center,4,57,4,0,Arts & Entertainment
358,261,0,17,35.168155,-80.905281,23:51:35,2013213,Independent,Golf Course,Leatherman Golf Learning Center,4,57,4,0,Arts & Entertainment
181,135,0,17,35.136631,-80.937138,15:29:47,2013216,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
347,252,0,17,35.136516,-80.937362,15:30:29,2013216,Independent,Video Game Store,Gamestop,4,112,4,5,Shop & Service
342,247,0,17,35.138534,-80.934757,4:42:21,2013316,Independent,Wings Joint,Wild Wing Cafe,2.5,47,4,2,Food
298,217,0,17,35.100026,-80.985783,23:34:46,2013317,Independent,Department Store,Target,4,70,4,5,Shop & Service
181,135,0,17,35.136631,-80.937138,11:50:29,2013319,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
359,262,0,17,35.170712,-80.847955,0:25:44,2013330,Independent,Bowling Alley,George Pappas'park Lanes,4.5,19,3,0,Arts & Entertainment
338,146,1,17,35.103654,-80.984216,22:20:09,2013402,Combined,Electronics Store,Best Buy Charlotte - Rivergate,2.5,40,4,5,Shop & Service
19,15,0,17,35.116442,-80.957907,22:25:00,2013402,Independent,Bar,Tilted Kilt Pub & Eatery,3,7,4,1,Nightlife Spot
360,263,0,17,35.134546,-80.940094,18:03:13,2013405,Independent,Asian Restaurant,Pika Japanese Express,4,116,4,2,Food
281,210,0,17,35.103172,-80.990567,16:03:23,2013406,Independent,Grocery Store,Harris Teeter,4,21,4,5,Shop & Service
361,264,0,17,35.135879,-80.940129,17:38:42,2013411,Independent,BBQ Joint,Mac's Speed Shop - Steele Creek,3.5,20,4,2,Food
358,261,0,17,35.168155,-80.905281,21:50:57,2013412,Independent,Golf Course,Leatherman Golf Learning Center,4,57,4,0,Arts & Entertainment
359,262,0,17,35.170712,-80.847955,22:48:03,2013412,Independent,Bowling Alley,George Pappas'park Lanes,4.5,19,3,0,Arts & Entertainment
359,262,0,17,35.170712,-80.847955,23:09:34,2013419,Independent,Bowling Alley,George Pappas'park Lanes,4.5,19,3,0,Arts & Entertainment
342,247,0,17,35.138534,-80.934757,3:50:32,2013420,Independent,Wings Joint,Wild Wing Cafe,2.5,47,4,2,Food
362,265,0,17,35.139175,-80.937343,22:54:55,2013424,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
362,265,0,17,35.139175,-80.937343,15:06:03,2013425,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
363,14,1,17,35.145602,-80.936388,17:03:28,2013426,Combined,Chinese Restaurant,Dragon Buffet,3.5,33,4,2,Food
364,266,1,17,35.147368,-80.832748,20:55:49,2013427,Combined,Spa / Massage,Nails 2 & Tanning by Trini,3.5,67,3,5,Shop & Service
354,259,0,17,35.101934,-80.991211,22:50:41,2013427,Independent,Sports Bar,Hickory Tavern,3,17,4,1,Nightlife Spot
359,262,0,17,35.170712,-80.847955,17:59:06,2013428,Independent,Bowling Alley,George Pappas'park Lanes,4.5,19,3,0,Arts & Entertainment
365,267,0,17,35.170614,-80.847788,18:15:26,2013428,Independent,Bar,Brazwells Premium Pub,3.5,7,3,1,Nightlife Spot
298,217,0,17,35.100026,-80.985783,22:00:33,2013430,Independent,Department Store,Target,4,70,4,5,Shop & Service
19,15,0,17,35.116442,-80.957907,22:20:38,2013430,Independent,Bar,Tilted Kilt Pub & Eatery,3,7,4,1,Nightlife Spot
115,84,0,17,35.116407,-80.842917,14:36:25,2013502,Independent,Golf Course,Quail Hollow Club,4.5,57,6,0,Arts & Entertainment
115,84,0,17,35.116407,-80.842917,14:36:59,2013502,Independent,Golf Course,Quail Hollow Club,4.5,57,6,0,Arts & Entertainment
362,265,0,17,35.139175,-80.937343,17:57:53,2013505,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
359,262,0,17,35.170712,-80.847955,22:41:11,2013510,Independent,Bowling Alley,George Pappas'park Lanes,4.5,19,3,0,Arts & Entertainment
177,14,1,17,35.145529,-80.933619,16:59:40,2013511,Combined,Department Store,Walmart Supercenter,2,70,4,5,Shop & Service
362,265,0,17,35.139175,-80.937343,22:06:48,2013511,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
362,265,0,17,35.139175,-80.937343,21:42:43,2013512,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
362,265,0,17,35.139175,-80.937343,21:58:59,2013514,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
366,268,0,17,35.136673,-80.936598,22:37:36,2013514,Independent,Sandwich Place,McAlister's Deli,3.5,35,4,2,Food
359,262,0,17,35.170712,-80.847955,22:46:27,2013515,Independent,Bowling Alley,George Pappas'park Lanes,4.5,19,3,0,Arts & Entertainment
359,262,0,17,35.170712,-80.847955,22:25:36,2013516,Independent,Bowling Alley,George Pappas'park Lanes,4.5,19,3,0,Arts & Entertainment
342,247,0,17,35.138534,-80.934757,3:07:24,2013517,Independent,Wings Joint,Wild Wing Cafe,2.5,47,4,2,Food
362,265,0,17,35.139175,-80.937343,23:24:32,2013517,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
362,265,0,17,35.139175,-80.937343,22:28:28,2013521,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
198,145,1,17,35.102451,-80.985804,23:26:31,2013525,Combined,Shop & Service,RiverGate Shopping Centers,4,78,4,5,Shop & Service
362,265,0,17,35.139175,-80.937343,22:20:25,2013605,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
365,267,0,17,35.170614,-80.847788,23:10:23,2013606,Independent,Bar,Brazwells Premium Pub,3.5,7,3,1,Nightlife Spot
362,265,0,17,35.139175,-80.937343,14:51:48,2013607,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
362,265,0,17,35.139175,-80.937343,21:34:53,2013608,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
367,269,0,17,35.159682,-80.85689,16:07:17,2013616,Independent,Public Art,Marion Diehl Recreation Center,3,117,3,0,Arts & Entertainment
358,261,0,17,35.168155,-80.905281,16:14:07,2013616,Independent,Golf Course,Leatherman Golf Learning Center,4,57,4,0,Arts & Entertainment
126,94,0,17,35.173841,-80.910752,16:14:21,2013616,Independent,Golf Course,Renaissance Park Golf Course,2.5,57,2,0,Arts & Entertainment
362,265,0,17,35.139175,-80.937343,21:15:23,2013616,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
359,262,0,17,35.170712,-80.847955,0:27:25,2013617,Independent,Bowling Alley,George Pappas'park Lanes,4.5,19,3,0,Arts & Entertainment
362,265,0,17,35.139175,-80.937343,18:40:33,2013701,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
362,265,0,17,35.139175,-80.937343,18:42:26,2013709,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
362,265,0,17,35.139175,-80.937343,18:33:20,2013715,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
362,265,0,17,35.139175,-80.937343,18:34:48,2013716,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
368,14,1,17,35.146089,-80.933818,21:53:03,2013716,Combined,Nail Salon,Regal Nails,3,79,4,5,Shop & Service
362,265,0,17,35.139175,-80.937343,18:31:39,2013725,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
359,262,0,17,35.170712,-80.847955,22:07:05,2013801,Independent,Bowling Alley,George Pappas'park Lanes,4.5,19,3,0,Arts & Entertainment
353,258,0,17,35.117002,-80.956876,14:03:39,2013802,Independent,Tattoo Parlor,Wild Oats Tattoo,3.5,111,4,5,Shop & Service
369,14,1,17,35.145639,-80.931814,20:01:37,2013809,Combined,Hardware Store,Lowe's Home Improvement Warehouse Stores,2.5,27,4,5,Shop & Service
361,264,0,17,35.135879,-80.940129,20:08:59,2013809,Independent,BBQ Joint,Mac's Speed Shop - Steele Creek,3.5,20,4,2,Food
340,245,0,17,35.134282,-80.940142,21:42:20,2013819,Independent,Grocery Store,Food Lion,3,21,4,5,Shop & Service
362,265,0,17,35.139175,-80.937343,18:08:28,2013821,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
370,270,0,17,35.116923,-80.956916,1:27:39,2013831,Independent,Wings Joint,Wing King Cafe,4,47,4,2,Food
362,265,0,17,35.139175,-80.937343,20:21:31,2013901,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
362,265,0,17,35.139175,-80.937343,18:25:50,2013916,Independent,Gym,Planet Fitness - Charlotte - Whitehall,3.5,61,4,5,Shop & Service
371,271,0,18,35.216972,-80.854658,22:08:28,2012428,Independent,Sports Bar,All American Pub,3,17,0,1,Nightlife Spot
372,272,0,18,35.216806,-80.85426,22:56:27,2012428,Independent,Greek Restaurant,Greek Isles,4,2,0,2,Food
373,273,0,18,35.216731,-80.855166,23:30:27,2012428,Independent,Music Venue,Amos' Southend Music Hall,3.5,118,0,0,Arts & Entertainment
374,274,0,18,35.287528,-80.760615,4:48:33,2012429,Independent,Diner,Waffle House,2.5,31,5,2,Food
233,172,0,18,35.203193,-80.840987,21:25:21,2012620,Independent,Hospital,Levine Children's Hospital,3.5,88,0,6,Professional & Other Places
233,172,0,18,35.203193,-80.840987,22:24:14,2012620,Independent,Hospital,Levine Children's Hospital,3.5,88,0,6,Professional & Other Places
375,275,0,18,35.053823,-80.81219,3:49:36,2012701,Independent,Tapas Restaurant,Cosmos Cafe,2.5,119,7,2,Food
376,243,1,18,35.297537,-80.737787,18:51:50,2012705,Combined,Food,Macado's,3,16,5,2,Food
377,243,1,18,35.296264,-80.739054,20:12:53,2012705,Combined,Dessert Shop,TCBY,4,50,5,2,Food
218,160,0,18,35.293192,-80.764081,19:23:40,2012729,Independent,Furniture / Home Store,IKEA,3.5,84,5,5,Shop & Service
100,69,0,18,35.213944,-80.769663,21:26:46,2012729,Independent,Greek Restaurant,Landmark Diner Restaurant,3.5,2,1,2,Food
378,23,1,19,35.225289,-80.842252,19:01:56,20121012,Combined,Pub,Mortimer's Cafe and Pub,3.5,4,0,1,Nightlife Spot
256,192,0,19,35.224675,-80.841039,20:22:21,20121019,Independent,Bus Station,Charlotte Transportation Center,3,94,0,4,Travel & Transport
256,192,0,19,35.224675,-80.841039,20:46:02,20121023,Independent,Bus Station,Charlotte Transportation Center,3,94,0,4,Travel & Transport
256,192,0,19,35.224675,-80.841039,20:25:02,20121025,Independent,Bus Station,Charlotte Transportation Center,3,94,0,4,Travel & Transport
379,4,1,19,35.239398,-80.845406,1:26:50,20121027,Combined,General Entertainment,AvidXChange Music Factory,3.5,120,0,0,Arts & Entertainment
256,192,0,19,35.224675,-80.841039,20:39:40,20121101,Independent,Bus Station,Charlotte Transportation Center,3,94,0,4,Travel & Transport
256,192,0,19,35.224675,-80.841039,21:43:09,20121105,Independent,Bus Station,Charlotte Transportation Center,3,94,0,4,Travel & Transport
256,192,0,19,35.224675,-80.841039,20:35:15,20121109,Independent,Bus Station,Charlotte Transportation Center,3,94,0,4,Travel & Transport
256,192,0,19,35.224675,-80.841039,21:39:55,20121115,Independent,Bus Station,Charlotte Transportation Center,3,94,0,4,Travel & Transport
256,192,0,19,35.224675,-80.841039,21:40:28,20121116,Independent,Bus Station,Charlotte Transportation Center,3,94,0,4,Travel & Transport
231,138,1,19,35.151771,-80.830112,21:03:21,20121122,Combined,Italian Restaurant,Maggiano's Little Italy,3.5,34,3,2,Food
256,192,0,19,35.224675,-80.841039,21:42:55,20121126,Independent,Bus Station,Charlotte Transportation Center,3,94,0,4,Travel & Transport
256,192,0,19,35.224675,-80.841039,21:26:24,20121130,Independent,Bus Station,Charlotte Transportation Center,3,94,0,4,Travel & Transport
380,276,1,19,35.138941,-80.734623,0:04:20,20121201,Combined,Grocery Store,Dollar Tree,3.5,21,8,5,Shop & Service
381,277,0,19,35.210629,-80.82187,11:49:12,20121203,Independent,Doctor's Office,Carolinas Medical Center-Mercy,2,74,1,6,Professional & Other Places
381,277,0,19,35.210629,-80.82187,16:04:16,20121204,Independent,Doctor's Office,Carolinas Medical Center-Mercy,2,74,1,6,Professional & Other Places
139,104,0,19,35.212566,-80.817992,19:40:14,20121204,Independent,Coffee Shop,Starbucks,3.5,14,1,2,Food
256,192,0,19,35.224675,-80.841039,20:31:51,20121207,Independent,Bus Station,Charlotte Transportation Center,3,94,0,4,Travel & Transport
382,278,0,19,35.224073,-80.843793,20:28:10,20121211,Independent,Hotel,Hilton Charlotte Center City,3,10,0,4,Travel & Transport
256,192,0,19,35.224675,-80.841039,21:34:53,20121214,Independent,Bus Station,Charlotte Transportation Center,3,94,0,4,Travel & Transport
334,138,1,19,35.152573,-80.832012,18:41:42,20121215,Combined,Electronics Store,Apple,3,40,3,5,Shop & Service
256,192,0,19,35.224675,-80.841039,21:41:58,20121219,Independent,Bus Station,Charlotte Transportation Center,3,94,0,4,Travel & Transport
256,192,0,19,35.224675,-80.841039,21:41:53,20121220,Independent,Bus Station,Charlotte Transportation Center,3,94,0,4,Travel & Transport
256,192,0,19,35.224675,-80.841039,21:43:29,20121227,Independent,Bus Station,Charlotte Transportation Center,3,94,0,4,Travel & Transport
256,192,0,19,35.224675,-80.841039,20:34:13,20121228,Independent,Bus Station,Charlotte Transportation Center,3,94,0,4,Travel & Transport
383,279,0,19,35.312022,-80.744624,15:56:00,2012407,Independent,Bagel Shop,Bruegger's Bagels,3.5,49,5,2,Food
384,280,0,19,35.317927,-80.738225,21:28:28,2012407,Independent,Burger Joint,Cook Out,4,38,5,2,Food
385,208,1,19,35.311063,-80.745778,14:24:03,2012408,Combined,Bakery,Nona's Sweets,4,106,5,2,Food
386,19,1,19,35.340629,-80.765283,12:17:42,2012409,Combined,Coffee Shop,Cafeccino,4,14,5,2,Food
387,158,1,19,35.304117,-80.750036,17:10:12,2012410,Combined,Breakfast Spot,IHOP,2.5,56,5,2,Food
388,281,0,19,35.307958,-80.754252,22:01:48,2012411,Independent,American Restaurant,TGI Fridays,2,13,5,2,Food
389,282,1,19,35.296316,-80.749192,22:48:04,2012411,Combined,Hardware Store,The Home Depot,3,27,5,5,Shop & Service
390,283,0,19,35.312723,-80.754457,0:11:07,2012413,Independent,Sporting Goods Shop,Dick's Sporting Goods,2.5,28,5,5,Shop & Service
389,282,1,19,35.296316,-80.749192,0:48:47,2012413,Combined,Hardware Store,The Home Depot,3,27,5,5,Shop & Service
391,208,1,19,35.310174,-80.749474,1:38:16,2012413,Combined,Bar,Bad Dog American Pub,2.5,7,5,1,Nightlife Spot
386,19,1,19,35.340629,-80.765283,13:34:46,2012413,Combined,Coffee Shop,Cafeccino,4,14,5,2,Food
391,208,1,19,35.310174,-80.749474,16:09:03,2012413,Combined,Bar,Bad Dog American Pub,2.5,7,5,1,Nightlife Spot
392,284,0,19,35.304566,-80.751161,12:30:25,2012414,Independent,Fried Chicken Joint,Bojangles' Famous Chicken 'n Biscuits,3,9,5,2,Food
393,285,0,19,35.301985,-80.747693,16:22:19,2012414,Independent,Vietnamese Restaurant,Pho Real Vietnamese Restaurant and Bar,3.5,121,5,2,Food
394,286,0,19,35.30757,-80.720785,21:50:22,2012414,Independent,Liquor Store,Mecklenburg County ABC Store,3.5,113,5,5,Shop & Service
387,158,1,19,35.304117,-80.750036,14:11:02,2012415,Combined,Breakfast Spot,IHOP,2.5,56,5,2,Food
395,287,0,19,35.305874,-80.754154,17:34:42,2012416,Independent,Japanese Restaurant,Nakato Japanese Steakhouse,3.5,122,5,2,Food
396,288,1,19,35.247235,-80.804297,14:15:23,2012420,Combined,Cafe,Smelly Cat Coffee,4.5,123,1,2,Food
397,156,1,19,35.316611,-80.739866,17:17:40,2012420,Combined,Mexican Restaurant,Los Arcos Mexican Restaurant,2.5,30,5,2,Food
398,289,0,19,35.313737,-80.74379,19:47:37,2012420,Independent,Grocery Store,Kohl's,3,21,5,5,Shop & Service
219,161,0,19,35.295145,-80.757923,19:41:13,2012423,Independent,Department Store,Walmart Supercenter,2,70,5,5,Shop & Service
315,208,1,19,35.310367,-80.752244,15:58:26,2012425,Combined,Fast Food Restaurant,Chick-fil-A,3.5,26,5,2,Food
399,290,0,19,35.316827,-80.77167,16:50:17,2012427,Independent,Burger Joint,Red Robin Gourmet Burgers,3,38,5,2,Food
400,291,0,19,35.307979,-80.754246,16:40:40,2012501,Independent,American Restaurant,Chili's,2.5,13,5,2,Food
401,292,0,19,35.29375,-80.739731,15:34:40,2012504,Independent,Mexican Restaurant,Monterrey Mexican Restaurant,3.5,30,5,2,Food
402,293,1,19,35.226025,-80.842166,22:25:11,2012505,Combined,Mexican Restaurant,Vida Mexican Kitchen y Cantina,3.5,30,0,2,Food
403,294,0,19,35.314393,-80.754046,14:27:42,2012507,Independent,Grocery Store,Sam's Club,3,21,5,5,Shop & Service
315,208,1,19,35.310367,-80.752244,15:01:35,2012509,Combined,Fast Food Restaurant,Chick-fil-A,3.5,26,5,2,Food
5,4,1,19,35.239275,-80.845154,4:44:12,2012512,Combined,Cocktail Bar,Wet Willie's,3,5,0,1,Nightlife Spot
