Location_id,Item_id,POI_Type,User_id,Latitude,Longitude,L2_Category_name,name,stars,Time,Date,POI,clusters,L1_Category_name,L1_Category
1381,301,0,74,33.637809999999995,-112.190494,161,Ah-So,4.0,23:56:10,2012915,Combined,8,2,Food
1382,305,0,74,33.666578,-112.202533,27,Burger King,3.0,20:02:33,20121008,Combined,8,2,Food
1383,627,0,74,33.638884999999995,-112.154307,5,Ramiro's Mexican Food,2.5,9:14:59,20121013,Combined,8,2,Food
1384,964,1,74,33.670145,-112.119225,121,WoodCreek Acupuncture & Chinese Medicine,5.0,20:01:20,20121018,Independent,9,5,Professional & Other Places
1375,504,0,74,33.641348,-112.117624,21,Santisi Brothers Pizzeria & Sports Grill,4.0,7:05:06,20121024,Combined,9,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,3:32:55,20121025,Combined,9,2,Food
1385,965,1,74,33.624683000000005,-112.132935,20,Del Taco,2.5,23:56:34,20121025,Independent,9,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,0:35:41,20121026,Combined,9,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,1:29:53,20121027,Combined,9,2,Food
1386,104,0,74,33.667189,-112.187362,5,Ricardo's Mexican Food,4.0,19:15:17,20121106,Combined,8,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,23:03:38,20121109,Combined,9,2,Food
1383,627,0,74,33.638884999999995,-112.154307,5,Ramiro's Mexican Food,2.5,9:27:42,20121117,Combined,8,2,Food
1259,822,0,74,33.670221999999995,-112.20248,20,McDonald's,1.5,17:13:33,20121120,Combined,8,2,Food
1383,627,0,74,33.638884999999995,-112.154307,5,Ramiro's Mexican Food,2.5,8:31:06,20121121,Combined,8,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,3:19:46,20121125,Combined,9,2,Food
1387,822,0,74,33.66935,-112.202562,80,Circle K,3.0,0:20:15,20121129,Combined,8,5,Professional & Other Places
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,1:26:44,20121129,Combined,9,2,Food
142,104,0,74,33.667097,-112.187324,15,Subway,2.5,21:33:33,20121130,Combined,8,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,1:19:52,20121206,Combined,9,2,Food
1375,504,0,74,33.641348,-112.117624,21,Santisi Brothers Pizzeria & Sports Grill,4.0,6:09:17,20121206,Combined,9,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,5:37:55,20121207,Combined,9,2,Food
1383,627,0,74,33.638884999999995,-112.154307,5,Ramiro's Mexican Food,2.5,9:20:56,20121209,Combined,8,2,Food
1388,966,1,74,33.625701,-112.131887,92,Popeyes Louisiana Kitchen,2.5,0:49:14,20121211,Independent,9,2,Food
451,301,0,74,33.636828,-112.184701,4,Walmart Supercenter,3.0,7:26:21,20121211,Combined,8,1,Shop & Service
1375,504,0,74,33.641348,-112.117624,21,Santisi Brothers Pizzeria & Sports Grill,4.0,5:41:29,20121212,Combined,9,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,1:42:50,20121213,Combined,9,2,Food
1375,504,0,74,33.641348,-112.117624,21,Santisi Brothers Pizzeria & Sports Grill,4.0,7:23:25,20121213,Combined,9,2,Food
1389,128,0,74,33.638726,-112.217217,190,Genghis Grill,3.5,2:40:17,20121215,Combined,8,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,3:50:40,20121220,Combined,9,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,23:49:52,20121221,Combined,9,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,3:28:52,20121222,Combined,9,2,Food
732,504,0,74,33.638785,-112.120109,13,Fry's & Fry's Marketplace,3.0,22:57:16,20121228,Combined,9,1,Shop & Service
1390,711,0,74,33.669940000000004,-112.186337,27,Jack In the Box,2.0,20:52:16,20121231,Combined,8,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,0:01:00,2013105,Combined,9,2,Food
1390,711,0,74,33.669940000000004,-112.186337,27,Jack In the Box,2.0,20:13:54,2013105,Combined,8,2,Food
1375,504,0,74,33.641348,-112.117624,21,Santisi Brothers Pizzeria & Sports Grill,4.0,5:18:35,2013106,Combined,9,2,Food
1391,967,1,74,33.654716,-112.186884,2,Chase Bank,2.0,18:27:13,2013108,Independent,8,1,Shop & Service
1392,968,1,74,33.665792,-112.186168,99,US Post Office,3.5,18:46:21,2013108,Independent,8,5,Professional & Other Places
142,104,0,74,33.667097,-112.187324,15,Subway,2.5,21:07:19,2013109,Combined,8,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,4:58:57,2013112,Combined,9,2,Food
1375,504,0,74,33.641348,-112.117624,21,Santisi Brothers Pizzeria & Sports Grill,4.0,8:20:56,2013112,Combined,9,2,Food
1389,128,0,74,33.638726,-112.217217,190,Genghis Grill,3.5,0:57:00,2013113,Combined,8,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,23:03:35,2013116,Combined,9,2,Food
732,504,0,74,33.638785,-112.120109,13,Fry's & Fry's Marketplace,3.0,23:03:49,2013124,Combined,9,1,Shop & Service
1254,711,0,74,33.672159,-112.186331,43,Dillon's KC Barbeque,3.5,1:57:44,2013125,Combined,8,2,Food
1389,128,0,74,33.638726,-112.217217,190,Genghis Grill,3.5,0:36:25,2013126,Combined,8,2,Food
1254,711,0,74,33.672159,-112.186331,43,Dillon's KC Barbeque,3.5,2:00:45,2013126,Combined,8,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,4:41:36,2013126,Combined,9,2,Food
1375,504,0,74,33.641348,-112.117624,21,Santisi Brothers Pizzeria & Sports Grill,4.0,5:31:24,2013126,Combined,9,2,Food
1393,711,0,74,33.669893,-112.18828700000002,13,Fry's Food & Drug Stores & Fry's Marketplace,4.0,5:13:59,2013130,Combined,8,1,Shop & Service
1389,128,0,74,33.638726,-112.217217,190,Genghis Grill,3.5,21:21:38,2013130,Combined,8,2,Food
173,132,1,74,33.609576000000004,-112.12383,55,Fry's Electronics,2.5,23:15:02,2013130,Independent,3,1,Shop & Service
1254,711,0,74,33.672159,-112.186331,43,Dillon's KC Barbeque,3.5,1:49:41,2013131,Combined,8,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,5:03:22,2013202,Combined,9,2,Food
1375,504,0,74,33.641348,-112.117624,21,Santisi Brothers Pizzeria & Sports Grill,4.0,5:29:18,2013202,Combined,9,2,Food
1383,627,0,74,33.638884999999995,-112.154307,5,Ramiro's Mexican Food,2.5,8:52:14,2013202,Combined,8,2,Food
1373,960,1,74,33.652897,-112.18483700000002,16,Shangri-La Chinese Cuisine,3.5,21:03:54,2013206,Independent,8,2,Food
534,376,1,74,33.576934,-112.116186,123,Native Grill & Wings,3.0,0:54:02,2013207,Independent,3,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,2:26:27,2013207,Combined,9,2,Food
1376,301,0,74,33.639109999999995,-112.187583,20,Arby's,2.0,23:15:10,2013210,Combined,8,2,Food
451,301,0,74,33.636828,-112.184701,4,Walmart Supercenter,3.0,0:02:46,2013211,Combined,8,1,Shop & Service
1383,627,0,74,33.638884999999995,-112.154307,5,Ramiro's Mexican Food,2.5,8:24:37,2013212,Combined,8,2,Food
1394,969,1,74,33.681687,-112.076501,25,Highline Motorsports,4.0,17:34:41,2013212,Independent,9,1,Shop & Service
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,0:02:18,2013214,Combined,9,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,2:14:04,2013216,Combined,9,2,Food
1375,504,0,74,33.641348,-112.117624,21,Santisi Brothers Pizzeria & Sports Grill,4.0,8:49:09,2013216,Combined,9,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,6:10:06,2013217,Combined,9,2,Food
1383,627,0,74,33.638884999999995,-112.154307,5,Ramiro's Mexican Food,2.5,9:11:45,2013226,Combined,8,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,23:06:10,2013227,Combined,9,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,6:07:52,2013310,Combined,9,2,Food
1375,504,0,74,33.641348,-112.117624,21,Santisi Brothers Pizzeria & Sports Grill,4.0,6:48:32,2013310,Combined,9,2,Food
1383,627,0,74,33.638884999999995,-112.154307,5,Ramiro's Mexican Food,2.5,8:26:06,2013312,Combined,8,2,Food
534,376,1,74,33.576934,-112.116186,123,Native Grill & Wings,3.0,23:10:08,2013313,Independent,3,2,Food
477,340,1,74,33.638726,-112.166084,49,Cherry Bombers,3.0,8:42:40,2013317,Independent,8,4,Nightlife Spot
1390,711,0,74,33.669940000000004,-112.186337,27,Jack In the Box,2.0,9:50:02,2013317,Combined,8,2,Food
439,314,1,74,33.6401,-112.154004,122,Padre Murphy's,3.0,2:52:34,2013318,Independent,8,4,Nightlife Spot
1373,960,1,74,33.652897,-112.18483700000002,16,Shangri-La Chinese Cuisine,3.5,22:36:06,2013318,Independent,8,2,Food
1395,970,1,74,33.538812,-112.178395,17,Pete's Fish & Chips,2.5,22:26:42,2013326,Independent,5,2,Food
852,301,0,74,33.639099,-112.190156,49,Tailgaters Sports Bar & Grill,3.0,7:06:47,2013330,Combined,8,4,Nightlife Spot
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,1:19:42,2013404,Combined,9,2,Food
534,376,1,74,33.576934,-112.116186,123,Native Grill & Wings,3.0,3:00:12,2013404,Independent,3,2,Food
1375,504,0,74,33.641348,-112.117624,21,Santisi Brothers Pizzeria & Sports Grill,4.0,8:26:15,2013405,Combined,9,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,2:17:44,2013411,Combined,9,2,Food
1375,504,0,74,33.641348,-112.117624,21,Santisi Brothers Pizzeria & Sports Grill,4.0,8:00:07,2013411,Combined,9,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,23:30:05,2013411,Combined,9,2,Food
1389,128,0,74,33.638726,-112.217217,190,Genghis Grill,3.5,23:23:26,2013415,Combined,8,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,5:43:39,2013418,Combined,9,2,Food
1375,504,0,74,33.641348,-112.117624,21,Santisi Brothers Pizzeria & Sports Grill,4.0,7:54:19,2013418,Combined,9,2,Food
1381,301,0,74,33.637809999999995,-112.190494,161,Ah-So,4.0,2:53:28,2013420,Combined,8,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,7:54:07,2013428,Combined,9,2,Food
1375,504,0,74,33.641348,-112.117624,21,Santisi Brothers Pizzeria & Sports Grill,4.0,8:30:43,2013428,Combined,9,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,3:00:56,2013503,Combined,9,2,Food
1373,960,1,74,33.652897,-112.18483700000002,16,Shangri-La Chinese Cuisine,3.5,0:29:36,2013508,Independent,8,2,Food
142,104,0,74,33.667097,-112.187324,15,Subway,2.5,21:38:44,2013508,Combined,8,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,3:38:37,2013511,Combined,9,2,Food
1375,504,0,74,33.641348,-112.117624,21,Santisi Brothers Pizzeria & Sports Grill,4.0,0:53:43,2013512,Combined,9,2,Food
1389,128,0,74,33.638726,-112.217217,190,Genghis Grill,3.5,2:49:56,2013514,Combined,8,2,Food
1379,962,1,74,33.568381,-112.153653,106,Siamese Kitchen,4.5,1:25:41,2013515,Independent,3,2,Food
1380,963,1,74,33.568381,-112.153653,106,Siamese Kitchen,4.5,1:25:41,2013515,Independent,3,2,Food
1381,301,0,74,33.637809999999995,-112.190494,161,Ah-So,4.0,4:05:27,2013517,Combined,8,2,Food
1389,128,0,74,33.638726,-112.217217,190,Genghis Grill,3.5,21:41:35,2013517,Combined,8,2,Food
1375,504,0,74,33.641348,-112.117624,21,Santisi Brothers Pizzeria & Sports Grill,4.0,8:23:22,2013518,Combined,9,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,3:42:22,2013519,Combined,9,2,Food
1375,504,0,74,33.641348,-112.117624,21,Santisi Brothers Pizzeria & Sports Grill,4.0,8:29:59,2013524,Combined,9,2,Food
451,301,0,74,33.636828,-112.184701,4,Walmart Supercenter,3.0,21:45:43,2013527,Combined,8,1,Shop & Service
1396,971,1,74,33.510591,-112.204297,13,Phoenix Ranch Market,3.5,21:13:13,2013528,Independent,5,1,Shop & Service
1379,962,1,74,33.568381,-112.153653,106,Siamese Kitchen,4.5,20:36:11,2013605,Independent,3,2,Food
1380,963,1,74,33.568381,-112.153653,106,Siamese Kitchen,4.5,20:36:11,2013605,Independent,3,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,0:07:35,2013607,Combined,9,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,4:09:42,2013619,Combined,9,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,8:14:12,2013714,Combined,9,2,Food
540,379,1,74,33.667123,-112.117758,47,7-Eleven,2.0,23:06:24,2013719,Independent,9,1,Shop & Service
452,325,1,74,33.609909,-112.118253,55,Best Buy Thunderbird Rd.,2.5,22:13:54,2013722,Independent,3,1,Shop & Service
1379,962,1,74,33.568381,-112.153653,106,Siamese Kitchen,4.5,21:45:10,2013727,Independent,3,2,Food
1380,963,1,74,33.568381,-112.153653,106,Siamese Kitchen,4.5,21:45:10,2013727,Independent,3,2,Food
1389,128,0,74,33.638726,-112.217217,190,Genghis Grill,3.5,1:05:01,2013803,Combined,8,2,Food
852,301,0,74,33.639099,-112.190156,49,Tailgaters Sports Bar & Grill,3.0,5:37:09,2013803,Combined,8,4,Nightlife Spot
408,292,1,74,33.637857000000004,-112.204453,5,Mixteca Mexican Food,3.5,23:25:40,2013818,Independent,8,2,Food
852,301,0,74,33.639099,-112.190156,49,Tailgaters Sports Bar & Grill,3.0,7:45:24,2013824,Combined,8,4,Nightlife Spot
852,301,0,74,33.639099,-112.190156,49,Tailgaters Sports Bar & Grill,3.0,8:10:25,2013824,Combined,8,4,Nightlife Spot
142,104,0,74,33.667097,-112.187324,15,Subway,2.5,21:33:43,2013824,Combined,8,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,1:20:35,2013825,Combined,9,2,Food
1374,504,0,74,33.640972999999995,-112.118026,6,Applebee's Grill + Bar,2.5,2:29:41,2013831,Combined,9,2,Food
1389,128,0,74,33.638726,-112.217217,190,Genghis Grill,3.5,2:33:29,2013903,Combined,8,2,Food
1389,128,0,74,33.638726,-112.217217,190,Genghis Grill,3.5,22:31:18,2013903,Combined,8,2,Food
493,352,1,74,33.611169,-112.187892,137,Wienerschnitzel,3.0,0:20:30,2013909,Independent,8,2,Food
142,104,0,74,33.667097,-112.187324,15,Subway,2.5,22:08:41,2013912,Combined,8,2,Food
545,63,0,75,33.379458,-111.961765,60,Residence Inn by Marriott Tempe,3.5,6:44:41,2012603,Combined,1,0,Travel & Transport
545,63,0,75,33.379458,-111.961765,60,Residence Inn by Marriott Tempe,3.5,22:49:08,2012603,Combined,1,0,Travel & Transport
201,148,1,75,33.377595,-111.96403,20,Carl's Jr,2.5,4:00:09,2012604,Independent,1,2,Food
545,63,0,75,33.379458,-111.961765,60,Residence Inn by Marriott Tempe,3.5,6:11:59,2012605,Combined,1,0,Travel & Transport
545,63,0,75,33.379458,-111.961765,60,Residence Inn by Marriott Tempe,3.5,13:48:42,2012605,Combined,1,0,Travel & Transport
201,148,1,75,33.377595,-111.96403,20,Carl's Jr,2.5,5:07:33,2012607,Independent,1,2,Food
545,63,0,75,33.379458,-111.961765,60,Residence Inn by Marriott Tempe,3.5,5:17:08,2012607,Combined,1,0,Travel & Transport
545,63,0,75,33.379458,-111.961765,60,Residence Inn by Marriott Tempe,3.5,13:56:35,2012607,Combined,1,0,Travel & Transport
545,63,0,75,33.379458,-111.961765,60,Residence Inn by Marriott Tempe,3.5,12:54:54,2012608,Combined,1,0,Travel & Transport
1397,972,1,76,33.505931,-112.146598,25,Tom's Camperland Phoenix,5.0,18:37:29,2012508,Independent,5,1,Shop & Service
1398,973,1,76,33.456508,-112.088457,25,Quality Bumper,4.0,16:44:08,2012509,Independent,2,1,Shop & Service
204,151,1,76,33.37523,-111.97154,78,Arizona Grand Athletic Club & Spa,3.0,22:07:40,2012728,Independent,1,0,Travel & Transport
377,63,0,76,33.37898,-111.964869,6,Claim Jumper Restaurant & Saloon,3.0,1:38:50,2012729,Combined,1,2,Food
1399,974,1,76,33.372737,-111.972769,147,San Paseo,3.5,19:00:15,2012729,Independent,1,1,Shop & Service
204,151,1,76,33.37523,-111.97154,78,Arizona Grand Athletic Club & Spa,3.0,19:00:55,2012729,Independent,1,0,Travel & Transport
75,63,0,76,33.382863,-111.964846,1,Arizona Mills,3.0,20:49:57,2012729,Combined,1,1,Shop & Service
1400,975,1,76,33.374121,-111.97213,178,Arizona Grand Resort & Spa,3.0,23:07:17,2012729,Independent,1,6,Outdoors & Recreation
1078,563,0,77,33.603575,-111.981776,4,Dillard's,3.5,18:00:32,2013114,Combined,7,1,Shop & Service
1401,51,0,77,33.510533,-112.02776,12,Calypso St Barth,2.5,18:48:43,2013114,Combined,4,1,Shop & Service
1402,976,1,77,33.602083,-111.989168,62,REI,3.5,0:24:44,2013210,Independent,7,1,Shop & Service
1403,977,1,77,33.451507,-111.994771,191,The Parking Spot 2,5.0,12:31:36,2013213,Independent,6,0,Travel & Transport
1402,976,1,77,33.602083,-111.989168,62,REI,3.5,1:04:23,2013219,Independent,7,1,Shop & Service
1402,976,1,77,33.602083,-111.989168,62,REI,3.5,19:19:36,2013219,Independent,7,1,Shop & Service
865,563,0,77,33.60250300000001,-111.983728,1,Paradise Valley Mall,3.0,1:58:05,2013226,Combined,7,1,Shop & Service
1404,881,0,77,33.627565000000004,-112.01155,62,Ross Dress for Less,3.5,17:34:23,2013306,Combined,7,1,Shop & Service
1403,977,1,77,33.451507,-111.994771,191,The Parking Spot 2,5.0,14:42:20,2013312,Independent,6,0,Travel & Transport
184,138,1,77,33.37896,-111.972065,55,Fry's Electronics,2.0,19:09:22,2013412,Independent,1,1,Shop & Service
1405,978,0,78,33.378954,-112.101648,33,Bolanos Barber Shop,5.0,20:11:59,2012608,Combined,2,1,Shop & Service
1406,979,1,78,33.382271,-112.03101200000002,89,South Mountain Community Library,4.5,1:33:01,2012612,Independent,2,5,Professional & Other Places
482,344,1,78,33.509699,-112.061063,50,Tokyo Express,2.5,2:55:58,2012614,Independent,4,2,Food
49,40,1,78,33.490891,-112.047951,31,Angelo's Lounge,2.5,3:52:54,2012614,Independent,4,4,Nightlife Spot
37,29,0,78,33.510735,-112.085267,13,Fry's Food & Drug Stores,2.5,23:48:09,2012617,Combined,0,1,Shop & Service
817,28,0,78,33.509599,-112.071724,107,Sweet Tomatoes,3.5,23:56:55,2012617,Combined,0,2,Food
284,212,1,78,33.496097,-112.083247,31,The Rock,4.0,0:07:49,2012704,Independent,0,4,Nightlife Spot
40,32,0,78,33.453571999999994,-112.069194,28,AMC Arizona Center 24,3.0,16:07:21,2012704,Combined,2,3,Arts & Entertainment
1325,919,1,78,33.390549,-112.136915,64,Walmart Supercenter,2.0,1:19:30,2012706,Independent,2,1,Shop & Service
16,10,0,78,33.510046,-112.045634,14,Total Wine & More,4.0,21:42:56,2012707,Combined,4,1,Shop & Service
4,0,0,78,33.520897,-112.098139,4,Target Optical,4.5,22:18:58,2012707,Combined,0,1,Shop & Service
483,345,1,78,33.495559,-111.933205,134,Club Forbidden,2.5,2:22:20,2012709,Independent,6,3,Arts & Entertainment
998,105,0,78,33.379045,-112.170223,13,Fry's Marketplace,3.0,1:13:39,2012714,Combined,2,1,Shop & Service
820,188,0,78,33.522971000000005,-112.049389,122,Zipps Sports Grill,2.5,2:02:21,2012716,Combined,4,4,Nightlife Spot
1325,919,1,78,33.390549,-112.136915,64,Walmart Supercenter,2.0,18:25:04,20121109,Independent,2,1,Shop & Service
35,27,1,78,33.457887,-112.068443,6,Bliss Rebar,4.0,17:19:40,20121229,Independent,2,2,Food
35,27,1,78,33.457887,-112.068443,6,Bliss Rebar,4.0,18:06:08,2013101,Independent,2,2,Food
35,27,1,78,33.457887,-112.068443,6,Bliss Rebar,4.0,17:04:13,2013105,Independent,2,2,Food
41,33,1,78,33.491616,-112.073432,6,FEZ,4.0,19:48:18,2013105,Independent,0,2,Food
1406,979,1,78,33.382271,-112.03101200000002,89,South Mountain Community Library,4.5,1:35:08,2013109,Independent,2,5,Professional & Other Places
165,124,1,78,33.466032,-112.08171000000002,27,The Habit Burger Grill,4.0,18:42:59,2013111,Independent,2,2,Food
1407,980,1,78,33.390997,-112.134222,20,Jack In the Box,2.5,3:12:51,2013112,Independent,2,2,Food
1036,729,1,78,33.407603,-111.947594,49,Boulders On Broadway,4.0,4:07:32,2013114,Independent,1,4,Nightlife Spot
1408,978,0,78,33.378281,-112.100907,13,Fresh & Easy,4.0,0:44:57,2013118,Combined,2,1,Shop & Service
40,32,0,78,33.453571999999994,-112.069194,28,AMC Arizona Center 24,3.0,18:07:01,2013126,Combined,2,3,Arts & Entertainment
266,10,0,78,33.509485999999995,-112.040326,21,The Parlor,4.5,0:50:41,2013203,Combined,4,2,Food
266,10,0,78,33.509485999999995,-112.040326,21,The Parlor,4.5,0:51:11,2013203,Combined,4,2,Food
49,40,1,78,33.490891,-112.047951,31,Angelo's Lounge,2.5,4:20:51,2013203,Independent,4,4,Nightlife Spot
308,226,1,78,33.509475,-112.068785,100,Sunup Brewing,3.5,20:34:15,2013217,Independent,0,4,Nightlife Spot
1282,51,0,78,33.51086,-112.029122,4,Macy's,3.0,20:57:31,2013224,Combined,4,1,Shop & Service
820,188,0,78,33.522971000000005,-112.049389,122,Zipps Sports Grill,2.5,2:35:12,2013330,Combined,4,4,Nightlife Spot
35,27,1,78,33.457887,-112.068443,6,Bliss Rebar,4.0,17:23:54,2013407,Independent,2,2,Food
574,399,1,78,33.465356,-112.082852,66,SideBar,4.0,1:21:23,2013413,Independent,2,4,Nightlife Spot
35,27,1,78,33.457887,-112.068443,6,Bliss Rebar,4.0,4:57:52,2013413,Independent,2,2,Food
1409,981,1,78,33.381788,-112.032223,124,South Mountain Community College,4.5,1:51:15,2013417,Independent,2,7,College & University
6,2,1,78,33.506915,-112.074183,6,Sweet Venezia,3.0,18:41:03,2013503,Independent,0,2,Food
35,27,1,78,33.457887,-112.068443,6,Bliss Rebar,4.0,17:44:24,2013505,Independent,2,2,Food
555,385,1,78,33.422178,-111.940346,9,P.F. Chang's,3.0,3:07:18,2013506,Independent,1,2,Food
294,51,0,78,33.510055,-112.029798,6,The Cheesecake Factory,3.5,4:35:39,2013511,Combined,4,2,Food
250,192,1,78,33.445515,-112.066748,105,Chase Field,4.0,2:22:18,2013515,Independent,2,3,Arts & Entertainment
1408,978,0,78,33.378281,-112.100907,13,Fresh & Easy,4.0,23:47:24,2013518,Combined,2,1,Shop & Service
1410,982,1,78,33.477258,-112.069851,41,Phoenix Men's Health Center,5.0,14:39:14,2013623,Independent,0,5,Professional & Other Places
599,414,1,78,33.47421,-112.06489,83,Wy-Knot Cafe,4.0,15:21:09,2013623,Independent,2,2,Food
820,188,0,78,33.522971000000005,-112.049389,122,Zipps Sports Grill,2.5,2:24:12,2013710,Combined,4,4,Nightlife Spot
155,116,1,78,33.513535,-112.073379,70,Churn,4.5,3:54:12,2013710,Independent,0,2,Food
997,697,0,78,33.376161,-112.166505,13,Safeway,3.5,20:00:50,2013714,Combined,2,1,Shop & Service
1295,892,1,79,33.49344,-112.21536299999998,91,Brunswick Zone Desert Sky Lanes,3.5,22:19:19,20121124,Independent,5,3,Arts & Entertainment
1411,983,1,79,33.423548,-112.203256,8,CVS Pharmacy,2.0,3:54:22,20121205,Independent,5,1,Shop & Service
4,0,0,79,33.520897,-112.098139,4,Target Optical,4.5,2:15:18,20121208,Combined,0,1,Shop & Service
1412,984,1,79,33.581520000000005,-112.13089,41,Smile Bright Dental Plan,1.0,17:01:05,20121214,Independent,3,5,Professional & Other Places
996,696,1,79,33.421426000000004,-111.970169,47,QuikTrip,4.5,3:15:31,20121220,Independent,1,1,Shop & Service
1412,984,1,79,33.581520000000005,-112.13089,41,Smile Bright Dental Plan,1.0,21:31:50,20121220,Independent,3,5,Professional & Other Places
644,448,1,79,33.538796000000005,-112.063982,5,Qdoba Mexican Grill,3.0,19:31:52,20121221,Independent,4,2,Food
1412,984,1,79,33.581520000000005,-112.13089,41,Smile Bright Dental Plan,1.0,21:56:04,20121227,Independent,3,5,Professional & Other Places
1412,984,1,79,33.581520000000005,-112.13089,41,Smile Bright Dental Plan,1.0,18:07:29,20121228,Independent,3,5,Professional & Other Places
1411,983,1,79,33.423548,-112.203256,8,CVS Pharmacy,2.0,1:39:58,20121229,Independent,5,1,Shop & Service
1412,984,1,79,33.581520000000005,-112.13089,41,Smile Bright Dental Plan,1.0,20:34:41,2013124,Independent,3,5,Professional & Other Places
1412,984,1,79,33.581520000000005,-112.13089,41,Smile Bright Dental Plan,1.0,18:12:36,2013125,Independent,3,5,Professional & Other Places
1413,985,1,79,33.421525,-111.961749,15,Subway,3.5,21:09:00,2013310,Independent,1,2,Food
1414,986,1,79,33.406477,-112.064078,20,Burger King,3.0,14:31:04,2013311,Independent,2,2,Food
993,693,1,79,33.407892,-111.978856,5,Del Taco,2.0,20:13:37,2013317,Independent,1,2,Food
1415,987,1,79,33.457243,-112.026419,54,Maricopa Integrated Health System,4.0,14:07:03,2013322,Independent,2,5,Professional & Other Places
160,120,1,79,33.448819,-112.066129,73,Arizona Science Center,4.0,16:42:03,2013426,Independent,2,3,Arts & Entertainment
1416,133,0,79,33.483438,-112.075052,53,Qdoba Mexican Grill,3.5,20:57:35,2013501,Combined,0,2,Food
570,396,1,79,33.585609000000005,-112.066095,146,North Mountain Park,4.0,18:05:55,2013504,Independent,3,6,Outdoors & Recreation
1417,988,1,79,33.421468,-111.951868,15,Papa John's Pizza,2.5,20:29:29,2013507,Independent,1,2,Food
1411,983,1,79,33.423548,-112.203256,8,CVS Pharmacy,2.0,22:24:51,2013518,Independent,5,1,Shop & Service
1418,989,1,79,33.436599,-112.05129,99,USPS,3.0,18:41:03,2013522,Independent,2,5,Professional & Other Places
1411,983,1,79,33.423548,-112.203256,8,CVS Pharmacy,2.0,18:21:37,2013523,Independent,5,1,Shop & Service
250,192,1,80,33.445515,-112.066748,105,Chase Field,4.0,18:42:57,2012407,Independent,2,3,Arts & Entertainment
243,185,1,80,33.426364,-111.932616,103,Pat's Run,4.5,18:09:07,2012421,Independent,1,7,College & University
215,162,1,80,33.566899,-112.056014,91,Let It Roll Bowl & Entertainment,3.5,22:42:31,2012422,Independent,4,3,Arts & Entertainment
250,192,1,80,33.445515,-112.066748,105,Chase Field,4.0,0:19:48,2012425,Independent,2,3,Arts & Entertainment
